finding_id,resource_id,misconfiguration_type,severity,cvss_score,detected_at,status,remediation_guidance,compliance_controls
find-2c4677a520,res-c0e340b3e4,UNROTATED_KEYS,High,7.2,2026-02-25T15:01:58Z,RESOLVED,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-b1c87d2052,res-ef8c4f9e31,PUBLIC_ACCESS_ENABLED,Critical,8.8,2026-03-12T15:01:58Z,RESOLVED,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-aa0e78b297,res-ef8c4f9e31,MFA_NOT_ENFORCED,High,7.4,2026-02-19T15:01:58Z,RESOLVED,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-8549f1b01d,res-1d44706f13,PUBLIC_ACCESS_ENABLED,Critical,9.0,2026-03-17T15:01:58Z,ACKNOWLEDGED,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-a2b066f5ff,res-1d44706f13,LOGGING_DISABLED,Medium,5.6,2026-03-08T15:01:58Z,ACKNOWLEDGED,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-9188f9a967,res-1d44706f13,UNROTATED_KEYS,High,7.3,2026-02-22T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-dbadb3053e,res-a174febd99,PUBLIC_ACCESS_ENABLED,Critical,9.3,2026-02-25T15:01:58Z,OPEN,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-346f21b028,res-a174febd99,LOGGING_DISABLED,Medium,5.3,2026-03-08T15:01:58Z,ACKNOWLEDGED,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-b08382cc76,res-a174febd99,OPEN_SSH_PORT,Critical,9.1,2026-03-04T15:01:58Z,OPEN,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-44c9e4718f,res-a174febd99,OPEN_RDP_PORT,Critical,8.7,2026-03-08T15:01:58Z,OPEN,Restrict RDP (port 3389) to VPN range only; consider disabling and using session manager.,CIS-5.3|NIST-SC-7|PCI-DSS-1.3
find-b94dc6003c,res-a174febd99,OVERPRIVILEGED_IAM_ROLE,High,7.9,2026-03-15T15:01:58Z,RESOLVED,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-bc44f28472,res-a174febd99,OUTDATED_TLS,High,6.7,2026-03-08T15:01:58Z,OPEN,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-7a05f03f52,res-a174febd99,MISSING_RESOURCE_TAGS,Low,2.3,2026-02-21T15:01:58Z,RESOLVED,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-989c3c6735,res-d1aab9717e,PUBLIC_ACCESS_ENABLED,Critical,8.9,2026-03-05T15:01:58Z,OPEN,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-ce60b695e3,res-d1aab9717e,NO_BACKUP_POLICY,Medium,5.0,2026-02-20T15:01:58Z,OPEN,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-bc0fd3b42c,res-d1aab9717e,OUTDATED_TLS,High,7.2,2026-03-15T15:01:58Z,OPEN,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-c427e2cfcd,res-d1aab9717e,UNROTATED_KEYS,High,7.6,2026-03-17T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-62c736a367,res-404c02bebc,PUBLIC_ACCESS_ENABLED,Critical,8.9,2026-03-12T15:01:58Z,ACKNOWLEDGED,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-5e90ee7fc9,res-404c02bebc,ENCRYPTION_DISABLED,High,7.7,2026-02-21T15:01:58Z,OPEN,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-8d81a937a8,res-404c02bebc,MFA_NOT_ENFORCED,High,6.9,2026-02-19T15:01:58Z,OPEN,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-20b9df2761,res-404c02bebc,OPEN_SSH_PORT,Critical,8.8,2026-03-21T15:01:58Z,ACKNOWLEDGED,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-a53ea338b2,res-404c02bebc,OPEN_RDP_PORT,Critical,8.5,2026-03-08T15:01:58Z,RESOLVED,Restrict RDP (port 3389) to VPN range only; consider disabling and using session manager.,CIS-5.3|NIST-SC-7|PCI-DSS-1.3
find-79dfb56013,res-404c02bebc,NO_BACKUP_POLICY,Medium,5.2,2026-03-09T15:01:58Z,RESOLVED,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-3c07190a37,res-404c02bebc,OUTDATED_TLS,High,6.7,2026-02-23T15:01:58Z,OPEN,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-aa8c3820fc,res-404c02bebc,DEFAULT_ADMIN_CREDENTIALS,Critical,9.8,2026-03-15T15:01:58Z,OPEN,Rotate all default credentials immediately; enforce strong password policy.,CIS-4.2|NIST-IA-5|PCI-DSS-2.1
find-97249bd4a4,res-ba08980b6f,MFA_NOT_ENFORCED,High,6.9,2026-02-23T15:01:58Z,ACKNOWLEDGED,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-6292f87570,res-ba08980b6f,NO_BACKUP_POLICY,Medium,5.2,2026-02-23T15:01:58Z,RESOLVED,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-758413707e,res-ba08980b6f,UNROTATED_KEYS,High,7.6,2026-03-19T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-905ac248fe,res-79697580cc,ENCRYPTION_DISABLED,High,7.4,2026-03-01T15:01:58Z,OPEN,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-f67044fbbf,res-79697580cc,OPEN_SSH_PORT,Critical,8.9,2026-03-02T15:01:58Z,OPEN,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-e7f18849ab,res-79697580cc,OPEN_RDP_PORT,Critical,8.5,2026-03-20T15:01:58Z,ACKNOWLEDGED,Restrict RDP (port 3389) to VPN range only; consider disabling and using session manager.,CIS-5.3|NIST-SC-7|PCI-DSS-1.3
find-3d2850b8c9,res-79697580cc,OUTDATED_TLS,High,7.0,2026-02-22T15:01:58Z,ACKNOWLEDGED,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-1137b4b432,res-79697580cc,MISSING_RESOURCE_TAGS,Low,2.6,2026-03-03T15:01:58Z,OPEN,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-cb84148cd2,res-d8b1042c8e,MFA_NOT_ENFORCED,High,7.5,2026-03-01T15:01:58Z,ACKNOWLEDGED,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-087d606182,res-d8b1042c8e,OPEN_SSH_PORT,Critical,8.8,2026-03-14T15:01:58Z,ACKNOWLEDGED,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-804ff2ee8a,res-2493f52775,MFA_NOT_ENFORCED,High,7.3,2026-02-21T15:01:58Z,OPEN,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-1ff37bad26,res-2493f52775,NO_BACKUP_POLICY,Medium,5.1,2026-03-12T15:01:58Z,OPEN,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-221bb0b202,res-2493f52775,UNROTATED_KEYS,High,7.3,2026-02-19T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-66e65eb7c1,res-48ca5aa114,OVERPRIVILEGED_IAM_ROLE,High,7.8,2026-03-09T15:01:58Z,OPEN,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-49d1925a64,res-48ca5aa114,NO_BACKUP_POLICY,Medium,5.3,2026-03-17T15:01:58Z,OPEN,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-0e5d3df25c,res-48ca5aa114,OUTDATED_TLS,High,7.1,2026-03-04T15:01:58Z,OPEN,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-a3c1604c73,res-48ca5aa114,MISSING_RESOURCE_TAGS,Low,2.7,2026-03-06T15:01:58Z,ACKNOWLEDGED,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-9aadbe4441,res-9f192dde88,ENCRYPTION_DISABLED,High,7.6,2026-02-20T15:01:58Z,RESOLVED,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-0455693df1,res-9f192dde88,LOGGING_DISABLED,Medium,5.3,2026-03-16T15:01:58Z,OPEN,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-dd1160f27c,res-9f192dde88,MISSING_RESOURCE_TAGS,Low,2.5,2026-03-19T15:01:58Z,RESOLVED,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-95f3f5d6e2,res-9f192dde88,CROSS_ACCOUNT_ACCESS,High,7.8,2026-03-09T15:01:58Z,OPEN,Review cross-account trust policies; remove unauthorized external account access.,SOC2-CC6.6|NIST-AC-4
find-3023e8ebf7,res-8c86a8ee26,NO_BACKUP_POLICY,Medium,5.4,2026-03-13T15:01:58Z,ACKNOWLEDGED,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-a831e05376,res-8c86a8ee26,UNROTATED_KEYS,High,7.1,2026-03-15T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-78e15de88e,res-3bc1ba6fb8,ENCRYPTION_DISABLED,High,7.5,2026-03-17T15:01:58Z,OPEN,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-cb53e98ca2,res-3bc1ba6fb8,OVERPRIVILEGED_IAM_ROLE,High,8.1,2026-02-27T15:01:58Z,OPEN,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-ccb6a6904a,res-9c806b3222,ENCRYPTION_DISABLED,High,7.8,2026-02-20T15:01:58Z,OPEN,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-de68dff96c,res-9c806b3222,MFA_NOT_ENFORCED,High,7.5,2026-03-04T15:01:58Z,OPEN,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-8ecb75134a,res-9c806b3222,NO_BACKUP_POLICY,Medium,5.4,2026-03-15T15:01:58Z,OPEN,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-241b581692,res-9c806b3222,UNROTATED_KEYS,High,7.6,2026-03-16T15:01:58Z,RESOLVED,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-71ba7ed84b,res-60243f2b1c,ENCRYPTION_DISABLED,High,7.6,2026-03-16T15:01:58Z,OPEN,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-9526e00082,res-60243f2b1c,MFA_NOT_ENFORCED,High,6.9,2026-02-25T15:01:58Z,OPEN,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-27389b017e,res-60243f2b1c,LOGGING_DISABLED,Medium,5.4,2026-02-28T15:01:58Z,RESOLVED,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-a715857ada,res-60243f2b1c,OPEN_SSH_PORT,Critical,8.9,2026-03-04T15:01:58Z,OPEN,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-38dfae37dc,res-60243f2b1c,OUTDATED_TLS,High,7.0,2026-03-18T15:01:58Z,OPEN,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-d2e0a06562,res-955402ca9e,LOGGING_DISABLED,Medium,5.2,2026-02-21T15:01:58Z,OPEN,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-98adbbacab,res-955402ca9e,OPEN_SSH_PORT,Critical,9.1,2026-03-13T15:01:58Z,OPEN,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-ebe8767517,res-955402ca9e,OPEN_RDP_PORT,Critical,8.9,2026-03-16T15:01:58Z,ACKNOWLEDGED,Restrict RDP (port 3389) to VPN range only; consider disabling and using session manager.,CIS-5.3|NIST-SC-7|PCI-DSS-1.3
find-3e4b6c491f,res-955402ca9e,OVERPRIVILEGED_IAM_ROLE,High,8.0,2026-03-17T15:01:58Z,OPEN,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-f9b17b04e6,res-955402ca9e,NO_BACKUP_POLICY,Medium,5.3,2026-03-20T15:01:58Z,OPEN,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-1478cf0b07,res-955402ca9e,CROSS_ACCOUNT_ACCESS,High,7.9,2026-03-13T15:01:58Z,OPEN,Review cross-account trust policies; remove unauthorized external account access.,SOC2-CC6.6|NIST-AC-4
find-38aa840ea4,res-f1bcd08e27,PUBLIC_ACCESS_ENABLED,Critical,9.0,2026-03-07T15:01:58Z,OPEN,Disable public access block settings and restrict bucket/blob policy to specific principals.,SOC2-CC6.1|ISO27001-A.9.4|PCI-DSS-7.2
find-974a72513b,res-f1bcd08e27,ENCRYPTION_DISABLED,High,7.3,2026-03-18T15:01:58Z,OPEN,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-99de024c74,res-f1bcd08e27,OPEN_SSH_PORT,Critical,8.9,2026-02-20T15:01:58Z,OPEN,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-7f5caff895,res-f1bcd08e27,OUTDATED_TLS,High,6.8,2026-02-24T15:01:58Z,OPEN,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-ce35c5b6d1,res-f1bcd08e27,MISSING_RESOURCE_TAGS,Low,2.5,2026-02-20T15:01:58Z,OPEN,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-de3abfe512,res-ca3d4ec0cd,MFA_NOT_ENFORCED,High,7.0,2026-03-16T15:01:58Z,OPEN,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-d5941abac3,res-ca3d4ec0cd,OUTDATED_TLS,High,7.1,2026-02-21T15:01:58Z,RESOLVED,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-5724af8f1b,res-ca3d4ec0cd,DEFAULT_ADMIN_CREDENTIALS,Critical,9.7,2026-03-16T15:01:58Z,OPEN,Rotate all default credentials immediately; enforce strong password policy.,CIS-4.2|NIST-IA-5|PCI-DSS-2.1
find-678dc9acc0,res-ca3d4ec0cd,UNROTATED_KEYS,High,7.2,2026-03-05T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-1e85771a54,res-c44ae8a303,OPEN_SSH_PORT,Critical,9.3,2026-03-03T15:01:58Z,OPEN,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-6ca0fe21a0,res-c44ae8a303,OVERPRIVILEGED_IAM_ROLE,High,7.8,2026-03-06T15:01:58Z,ACKNOWLEDGED,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-9478afa54b,res-c44ae8a303,NO_BACKUP_POLICY,Medium,5.3,2026-03-07T15:01:58Z,ACKNOWLEDGED,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-f77a07438f,res-c44ae8a303,MISSING_RESOURCE_TAGS,Low,2.3,2026-02-23T15:01:58Z,OPEN,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-44d988bfbb,res-a5a1c789e4,LOGGING_DISABLED,Medium,5.2,2026-03-14T15:01:58Z,RESOLVED,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-d95f6a3917,res-a5a1c789e4,DEFAULT_ADMIN_CREDENTIALS,Critical,9.7,2026-03-16T15:01:58Z,RESOLVED,Rotate all default credentials immediately; enforce strong password policy.,CIS-4.2|NIST-IA-5|PCI-DSS-2.1
find-f862d3e8f9,res-f1fd88bede,ENCRYPTION_DISABLED,High,7.5,2026-03-08T15:01:58Z,RESOLVED,Enable server-side encryption using a managed or customer-managed key (KMS/CMK).,SOC2-CC6.7|ISO27001-A.10.1|PCI-DSS-3.4|NIST-SC-28
find-1d686484a8,res-f1fd88bede,LOGGING_DISABLED,Medium,5.1,2026-02-25T15:01:58Z,OPEN,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-fb3cea7df4,res-f1fd88bede,OVERPRIVILEGED_IAM_ROLE,High,7.8,2026-03-06T15:01:58Z,ACKNOWLEDGED,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-9fdb47fbbc,res-f1fd88bede,OUTDATED_TLS,High,7.2,2026-02-26T15:01:58Z,ACKNOWLEDGED,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-1aec5a8ec9,res-f1fd88bede,MISSING_RESOURCE_TAGS,Low,2.6,2026-02-20T15:01:58Z,OPEN,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-a96b91505b,res-f1fd88bede,UNROTATED_KEYS,High,7.7,2026-02-27T15:01:58Z,OPEN,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-0d170ddad5,res-6b7d8b019e,LOGGING_DISABLED,Medium,5.1,2026-03-06T15:01:58Z,RESOLVED,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-4414b32aee,res-37c7fb39ed,MFA_NOT_ENFORCED,High,7.0,2026-02-25T15:01:58Z,OPEN,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-a3522481b0,res-37c7fb39ed,LOGGING_DISABLED,Medium,5.6,2026-03-21T15:01:58Z,RESOLVED,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-5dbafe0478,res-c05cb61119,MFA_NOT_ENFORCED,High,7.1,2026-03-04T15:01:58Z,OPEN,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-f9a0b55f8d,res-c05cb61119,OUTDATED_TLS,High,6.8,2026-03-16T15:01:58Z,ACKNOWLEDGED,"Enforce TLS 1.2+ on all endpoints; disable SSLv3, TLS 1.0, and TLS 1.1.",PCI-DSS-4.1|NIST-SC-8|ISO27001-A.14.1
find-757e6005f2,res-ba7aa52644,OPEN_SSH_PORT,Critical,8.8,2026-03-11T15:01:58Z,ACKNOWLEDGED,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-98a33f94b9,res-ba7aa52644,OPEN_RDP_PORT,Critical,8.9,2026-03-09T15:01:58Z,OPEN,Restrict RDP (port 3389) to VPN range only; consider disabling and using session manager.,CIS-5.3|NIST-SC-7|PCI-DSS-1.3
find-cb80e72ed7,res-ba7aa52644,OVERPRIVILEGED_IAM_ROLE,High,7.9,2026-03-21T15:01:58Z,ACKNOWLEDGED,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-afad91f7d3,res-ba7aa52644,NO_BACKUP_POLICY,Medium,5.3,2026-03-07T15:01:58Z,OPEN,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-6774799bd1,res-ba7aa52644,MISSING_RESOURCE_TAGS,Low,2.8,2026-03-09T15:01:58Z,ACKNOWLEDGED,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-16bda774ea,res-ba7aa52644,UNROTATED_KEYS,High,7.4,2026-03-05T15:01:58Z,ACKNOWLEDGED,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-0306a52f98,res-9951b62786,MFA_NOT_ENFORCED,High,7.3,2026-03-19T15:01:58Z,RESOLVED,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-d5fee64fd1,res-9951b62786,LOGGING_DISABLED,Medium,5.7,2026-03-03T15:01:58Z,OPEN,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-6e7ca956b4,res-9951b62786,OPEN_SSH_PORT,Critical,8.9,2026-03-02T15:01:58Z,OPEN,Restrict SSH (port 22) ingress to specific IP ranges or use a bastion/jump host.,CIS-5.2|NIST-SC-7|PCI-DSS-1.3
find-d053604696,res-9951b62786,OPEN_RDP_PORT,Critical,9.1,2026-03-04T15:01:58Z,ACKNOWLEDGED,Restrict RDP (port 3389) to VPN range only; consider disabling and using session manager.,CIS-5.3|NIST-SC-7|PCI-DSS-1.3
find-bb10c36f5e,res-9951b62786,OVERPRIVILEGED_IAM_ROLE,High,8.0,2026-03-08T15:01:58Z,OPEN,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-16c1b53cf8,res-9951b62786,NO_BACKUP_POLICY,Medium,5.2,2026-02-24T15:01:58Z,OPEN,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-531362a6bc,res-9951b62786,MISSING_RESOURCE_TAGS,Low,2.5,2026-03-16T15:01:58Z,OPEN,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-46bcd05bdd,res-9951b62786,UNROTATED_KEYS,High,7.2,2026-02-22T15:01:58Z,RESOLVED,Enable automatic key rotation (90-day policy); revoke stale keys immediately.,SOC2-CC6.1|NIST-IA-5|PCI-DSS-8.2
find-f02ab9ac82,res-d22cf6398a,OPEN_RDP_PORT,Critical,8.7,2026-03-02T15:01:58Z,OPEN,Restrict RDP (port 3389) to VPN range only; consider disabling and using session manager.,CIS-5.3|NIST-SC-7|PCI-DSS-1.3
find-4717b8821a,res-d22cf6398a,OVERPRIVILEGED_IAM_ROLE,High,7.9,2026-02-23T15:01:58Z,OPEN,Apply least-privilege by scoping IAM policies to required actions and resources only.,SOC2-CC6.3|ISO27001-A.9.2|NIST-AC-6
find-d39f4d983b,res-d22cf6398a,NO_BACKUP_POLICY,Medium,5.1,2026-03-02T15:01:58Z,RESOLVED,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-d003c81f30,res-d22cf6398a,MISSING_RESOURCE_TAGS,Low,2.6,2026-03-12T15:01:58Z,OPEN,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
find-090214f30e,res-d22cf6398a,CROSS_ACCOUNT_ACCESS,High,7.7,2026-03-02T15:01:58Z,OPEN,Review cross-account trust policies; remove unauthorized external account access.,SOC2-CC6.6|NIST-AC-4
find-4215271184,res-719c69e0b0,MFA_NOT_ENFORCED,High,7.1,2026-03-05T15:01:58Z,ACKNOWLEDGED,Enforce MFA for all IAM users and service principals via policy.,SOC2-CC6.1|NIST-IA-2|PCI-DSS-8.3
find-c08fc1a07d,res-719c69e0b0,LOGGING_DISABLED,Medium,5.4,2026-03-19T15:01:58Z,OPEN,Enable audit/access logging and route logs to a centralized SIEM or log archive.,SOC2-CC7.2|ISO27001-A.12.4|NIST-AU-2
find-d0cc9841b9,res-719c69e0b0,NO_BACKUP_POLICY,Medium,5.0,2026-03-04T15:01:58Z,OPEN,Attach a backup policy with defined RPO/RTO; enable automated snapshots.,SOC2-A1.2|ISO27001-A.12.3
find-bf935768e1,res-719c69e0b0,MISSING_RESOURCE_TAGS,Low,2.5,2026-02-25T15:01:58Z,RESOLVED,"Apply mandatory tags (owner, env, cost-center) via policy enforcement.",SOC2-CC1.4
